ord_id,ord_date,cstm_name,cstm_contact,cstm_address,cstm_city,cstm_postal,cstm_country,empl_first_name,empl_last_name,shippers_name,shippers_phone,ord_details_id,ord_details_quantity,prod_id,prod_unit,prod_price,prod_id,splr_id,splr_name,splr_contact,splr_address,splr_id,splr_city,splr_postal_code,splr_country,splr_phone,splr_id,ctgr_id,ctgr_name,ctgr_desc
10384,1996-12-16,"Berglunds snabbkop","Christina Berglund","Berguvsvagen 8",Lulea,"S-958 22",Sweden,Janet,Leverling,"Federal Shipping","(503) 555-9931",361,28,20,"30 gift boxes",81,20,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10384,1996-12-16,"Berglunds snabbkop","Christina Berglund","Berguvsvagen 8",Lulea,"S-958 22",Sweden,Janet,Leverling,"Federal Shipping","(503) 555-9931",362,15,60,"15 - 300 g rounds",34,60,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",28,Annecy,74000,France,38.76.98.06,28,4,"Dairy Products",Cheeses
10391,1996-12-23,"Drachenblut Delikatessend","Sven Ottlieb","Walserweg 21",Aachen,52066,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",383,18,13,"2 kg box",6,13,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",6,Osaka,545,Japan,"(06) 431-7877",6,8,Seafood,"Seaweed and fish"
10410,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,Janet,Leverling,"Federal Shipping","(503) 555-9931",434,49,33,"500 g",2.5,33,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10410,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,Janet,Leverling,"Federal Shipping","(503) 555-9931",435,16,59,"5 kg pkg.",55,59,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",28,Annecy,74000,France,38.76.98.06,28,4,"Dairy Products",Cheeses
10433,1997-02-03,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,Janet,Leverling,"Federal Shipping","(503) 555-9931",491,28,56,"24 - 250 g pkgs.",38,56,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10253,1996-07-10,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,Janet,Leverling,"United Package","(503) 555-3199",15,20,31,"12 - 100 g pkgs",12.5,31,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",14,Ravenna,48100,Italy,"(0544) 60323",14,4,"Dairy Products",Cheeses
10253,1996-07-10,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,Janet,Leverling,"United Package","(503) 555-3199",16,42,39,"750 cc per bottle",18,39,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",18,Paris,75004,France,"(1) 03.83.00.68",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10253,1996-07-10,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,Janet,Leverling,"United Package","(503) 555-3199",17,40,49,"24 - 50 g pkgs.",20,49,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,3,Confections,"Desserts, candies, and sweet breads"
10256,1996-07-15,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"United Package","(503) 555-3199",25,15,53,"48 pieces",32.8,53,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",24,Sydney,2042,Australia,"(02) 555-5914",24,6,Meat/Poultry,"Prepared meats"
10256,1996-07-15,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"United Package","(503) 555-3199",26,12,77,"12 boxes",13,77,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10321,1996-10-03,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Janet,Leverling,"United Package","(503) 555-3199",192,10,35,"24 - 12 oz bottles",18,35,16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",16,Bend,97101,USA,"(503) 555-9931",16,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10332,1996-10-17,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Janet,Leverling,"United Package","(503) 555-3199",224,40,18,"16 kg pkg.",62.5,18,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,8,Seafood,"Seaweed and fish"
10332,1996-10-17,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Janet,Leverling,"United Package","(503) 555-3199",225,10,42,"32 - 1 kg pkgs.",14,42,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10332,1996-10-17,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Janet,Leverling,"United Package","(503) 555-3199",226,16,47,"10 - 4 oz boxes",9.5,47,22,"Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",22,Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",22,3,Confections,"Desserts, candies, and sweet breads"
10365,1996-11-27,"Antonio Moreno Taqueria","Antonio Moreno","Mataderos 2312","Mexico D.F.",05023,Mexico,Janet,Leverling,"United Package","(503) 555-3199",314,24,11,"1 kg pkg.",21,11,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10375,1996-12-06,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Janet,Leverling,"United Package","(503) 555-3199",339,15,14,"40 - 100 g pkgs.",23.25,14,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",6,Osaka,545,Japan,"(06) 431-7877",6,7,Produce,"Dried fruit and bean curd"
10375,1996-12-06,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Janet,Leverling,"United Package","(503) 555-3199",340,10,54,"16 pies",7.45,54,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10413,1997-01-14,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Janet,Leverling,"United Package","(503) 555-3199",440,24,1,"10 boxes x 20 bags",18,1,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",1,Londona,"EC1 4SD",UK,"(171) 555-2222",1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10413,1997-01-14,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Janet,Leverling,"United Package","(503) 555-3199",441,40,62,"48 pies",49.3,62,29,"Forets derables","Chantal Goulet","148 rue Chasseur",29,Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",29,3,Confections,"Desserts, candies, and sweet breads"
10413,1997-01-14,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Janet,Leverling,"United Package","(503) 555-3199",442,14,76,"500 ml",18,76,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10429,1997-01-29,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"United Package","(503) 555-3199",480,40,50,"12 - 100 g bars",16.25,50,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,3,Confections,"Desserts, candies, and sweet breads"
10429,1997-01-29,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"United Package","(503) 555-3199",481,35,63,"15 - 625 g jars",43.9,63,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10432,1997-01-31,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,Janet,Leverling,"United Package","(503) 555-3199",489,10,26,"100 - 250 g bags",31.23,26,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10432,1997-01-31,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,Janet,Leverling,"United Package","(503) 555-3199",490,40,54,"16 pies",7.45,54,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10434,1997-02-03,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Janet,Leverling,"United Package","(503) 555-3199",492,6,11,"1 kg pkg.",21,11,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10434,1997-02-03,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Janet,Leverling,"United Package","(503) 555-3199",493,18,76,"500 ml",18,76,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10436,1997-02-05,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Janet,Leverling,"United Package","(503) 555-3199",497,5,46,"4 - 450 g glasses",12,46,21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",21,Lyngby,2800,Denmark,43844108,21,8,Seafood,"Seaweed and fish"
10436,1997-02-05,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Janet,Leverling,"United Package","(503) 555-3199",498,40,56,"24 - 250 g pkgs.",38,56,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10436,1997-02-05,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Janet,Leverling,"United Package","(503) 555-3199",499,30,64,"20 bags x 4 pieces",33.25,64,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10436,1997-02-05,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Janet,Leverling,"United Package","(503) 555-3199",500,24,75,"24 - 0.5 l bottles",7.75,75,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10438,1997-02-06,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48",Munster,44087,Germany,Janet,Leverling,"United Package","(503) 555-3199",502,15,19,"10 boxes x 12 pieces",9.2,19,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10438,1997-02-06,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48",Munster,44087,Germany,Janet,Leverling,"United Package","(503) 555-3199",503,20,34,"24 - 12 oz bottles",14,34,16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",16,Bend,97101,USA,"(503) 555-9931",16,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10438,1997-02-06,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48",Munster,44087,Germany,Janet,Leverling,"United Package","(503) 555-3199",504,15,57,"24 - 250 g pkgs.",19.5,57,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10441,1997-02-10,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,Janet,Leverling,"United Package","(503) 555-3199",513,50,27,"100 - 100 g pieces",43.9,27,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10442,1997-02-11,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Janet,Leverling,"United Package","(503) 555-3199",514,30,11,"1 kg pkg.",21,11,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10442,1997-02-11,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Janet,Leverling,"United Package","(503) 555-3199",515,80,54,"16 pies",7.45,54,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10442,1997-02-11,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Janet,Leverling,"United Package","(503) 555-3199",516,60,66,"24 - 8 oz jars",17,66,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10251,1996-07-08,"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France,Janet,Leverling,"Speedy Express","(503) 555-9831",9,6,22,"24 - 500 g pkgs.",21,22,9,"PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",9,Goteborg,"S-345 67",Sweden,"031-987 65 43",9,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10251,1996-07-08,"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France,Janet,Leverling,"Speedy Express","(503) 555-9831",10,15,57,"24 - 250 g pkgs.",19.5,57,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10251,1996-07-08,"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France,Janet,Leverling,"Speedy Express","(503) 555-9831",11,20,65,"32 - 8 oz bottles",21.05,65,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10309,1996-09-19,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"Speedy Express","(503) 555-9831",164,20,4,"48 - 6 oz jars",22,4,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10309,1996-09-19,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"Speedy Express","(503) 555-9831",165,30,6,"12 - 8 oz jars",25,6,3,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.",3,"Ann Arbor",48104,USA,"(313) 555-5735",3,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10309,1996-09-19,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"Speedy Express","(503) 555-9831",166,2,42,"32 - 1 kg pkgs.",14,42,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10309,1996-09-19,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"Speedy Express","(503) 555-9831",167,20,43,"16 - 500 g tins",46,43,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10309,1996-09-19,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Janet,Leverling,"Speedy Express","(503) 555-9831",168,3,71,"10 - 500 g pkgs.",21.5,71,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10330,1996-10-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Speedy Express","(503) 555-9831",221,50,26,"100 - 250 g bags",31.23,26,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10330,1996-10-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Speedy Express","(503) 555-9831",222,25,72,"24 - 200 g pkgs.",34.8,72,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",14,Ravenna,48100,Italy,"(0544) 60323",14,4,"Dairy Products",Cheeses
10362,1996-11-25,"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,Janet,Leverling,"Speedy Express","(503) 555-9831",306,50,25,"20 - 450 g glasses",14,25,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10362,1996-11-25,"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,Janet,Leverling,"Speedy Express","(503) 555-9831",307,20,51,"50 - 300 g pkgs.",53,51,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",24,Sydney,2042,Australia,"(02) 555-5914",24,7,Produce,"Dried fruit and bean curd"
10362,1996-11-25,"Bon app","Laurence Lebihans","12, rue des Bouchers",Marseille,13008,France,Janet,Leverling,"Speedy Express","(503) 555-9831",308,24,54,"16 pies",7.45,54,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10409,1997-01-09,"Oceano Atlantico Ltda.","Yvonne Moncada","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",1010,Argentina,Janet,Leverling,"Speedy Express","(503) 555-9831",432,12,14,"40 - 100 g pkgs.",23.25,14,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",6,Osaka,545,Japan,"(06) 431-7877",6,7,Produce,"Dried fruit and bean curd"
10409,1997-01-09,"Oceano Atlantico Ltda.","Yvonne Moncada","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",1010,Argentina,Janet,Leverling,"Speedy Express","(503) 555-9831",433,12,21,"24 pkgs. x 4 pieces",10,21,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10415,1997-01-15,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Janet,Leverling,"Speedy Express","(503) 555-9831",445,2,17,"20 - 1 kg tins",39,17,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,6,Meat/Poultry,"Prepared meats"
10415,1997-01-15,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Janet,Leverling,"Speedy Express","(503) 555-9831",446,20,33,"500 g",2.5,33,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10420,1997-01-21,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"Speedy Express","(503) 555-9831",460,20,9,"18 - 500 g pkgs.",97,9,4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",4,Tokyo,100,Japan,"(03) 3555-5011",4,6,Meat/Poultry,"Prepared meats"
10420,1997-01-21,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"Speedy Express","(503) 555-9831",461,2,13,"2 kg box",6,13,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",6,Osaka,545,Japan,"(06) 431-7877",6,8,Seafood,"Seaweed and fish"
10420,1997-01-21,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"Speedy Express","(503) 555-9831",462,8,70,"24 - 355 ml bottles",15,70,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10420,1997-01-21,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,Janet,Leverling,"Speedy Express","(503) 555-9831",463,20,73,"24 - 150 g jars",15,73,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
10257,1996-07-16,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,Margaret,Peacock,"Federal Shipping","(503) 555-9931",27,25,27,"100 - 100 g pieces",43.9,27,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10257,1996-07-16,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,Margaret,Peacock,"Federal Shipping","(503) 555-9931",28,6,39,"750 cc per bottle",18,39,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",18,Paris,75004,France,"(1) 03.83.00.68",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10257,1996-07-16,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,Margaret,Peacock,"Federal Shipping","(503) 555-9931",29,15,77,"12 boxes",13,77,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10259,1996-07-18,"Centro comercial Moctezuma","Francisco Chang","Sierras de Granada 9993","Mexico D.F.",05022,Mexico,Margaret,Peacock,"Federal Shipping","(503) 555-9931",33,10,21,"24 pkgs. x 4 pieces",10,21,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10259,1996-07-18,"Centro comercial Moctezuma","Francisco Chang","Sierras de Granada 9993","Mexico D.F.",05022,Mexico,Margaret,Peacock,"Federal Shipping","(503) 555-9931",34,1,37,"12 - 500 g pkgs.",26,37,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
10328,1996-10-14,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,Margaret,Peacock,"Federal Shipping","(503) 555-9931",214,9,59,"5 kg pkg.",55,59,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",28,Annecy,74000,France,38.76.98.06,28,4,"Dairy Products",Cheeses
10328,1996-10-14,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,Margaret,Peacock,"Federal Shipping","(503) 555-9931",215,40,65,"32 - 8 oz bottles",21.05,65,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10328,1996-10-14,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,Margaret,Peacock,"Federal Shipping","(503) 555-9931",216,10,68,"10 boxes x 8 pieces",12.5,68,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10337,1996-10-24,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,Margaret,Peacock,"Federal Shipping","(503) 555-9931",237,40,23,"12 - 250 g pkgs.",9,23,9,"PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",9,Goteborg,"S-345 67",Sweden,"031-987 65 43",9,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10337,1996-10-24,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,Margaret,Peacock,"Federal Shipping","(503) 555-9931",238,24,26,"100 - 250 g bags",31.23,26,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10337,1996-10-24,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,Margaret,Peacock,"Federal Shipping","(503) 555-9931",239,20,36,"24 - 250 g jars",19,36,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
10337,1996-10-24,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,Margaret,Peacock,"Federal Shipping","(503) 555-9931",240,28,37,"12 - 500 g pkgs.",26,37,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
